0	0.00197602	0.000928096	0.00149939	0.0034183	0.0031484	-0.00123574	0.00124665	0.00227416	0.000562026	0.000323524	0.00309966	-0.00192967	0.00368185	0.00044573	-0.000223444	3.59565e-05	0.398021	0.247632	-0.616741	-1.56634	0.945834	0	-0.000428247	0.00250126	0	0	0	0	0	0	0	0	0	0	0	0	
0.010075	0.00207583	0.000909955	0.00152219	0.00353705	0.00316707	-0.00128681	0.00124665	0.00227416	0.000562026	0.000323524	0.00309966	-0.00192967	0.00368185	0.00044573	-0.000223444	3.59565e-05	0.398021	0.247632	-0.616741	-1.56634	0.945834	0	-0.000433654	0.00250913	0	0	0	0	0	0	0	0	0	0	0	0	
0.020061	0.00213479	0.00088188	0.00153477	0.00362129	0.00315704	-0.00131893	0.00141381	0.00230489	0.000556271	0.000809147	0.00371449	-0.0018788	0.00608861	-0.000975527	-0.000519736	3.59565e-05	0.398021	0.247632	-0.616741	-1.56634	0.945834	0	-0.000243394	0.00328605	0	0	0	0	0	0	0	0	0	0	0	0	
0.03008	0.00218896	0.000855964	0.00156226	0.00369931	0.00315291	-0.00138217	0.00164156	0.00238624	0.000612328	0.000809147	0.00371449	-0.0018788	0.00616204	-0.00206105	-0.00064838	3.59565e-05	0.398021	0.247632	-0.616741	-1.56634	0.945834	0	-6.85706e-07	0.00328616	0	0	0	0	0	0	0	0	0	0	0	0	
0.040058	0.00218896	0.000855964	0.00156226	0.00375688	0.00315632	-0.00143877	0.00170134	0.00239173	0.000655584	0.00103045	0.00380736	-0.0017049	0.00614732	-0.00297135	-0.000749996	3.59565e-05	0.398021	0.247632	-0.616741	-1.56634	0.945834	0	0.000281222	0.0032994	0	0	0	0	0	0	0	0	0	0	0	0	
0.050071	0.00218896	0.000855964	0.00156226	0.00380612	0.00318354	-0.0015016	0.00175639	0.00240469	0.000712072	0.00103045	0.00380736	-0.0017049	0.00619451	-0.00341342	-0.00075875	3.59565e-05	0.398021	0.247632	-0.616741	-1.56634	0.945834	0	0.000380286	0.00329531	0	0	0	0	0	0	0	0	0	0	0	0	
0.060094	0.00226158	0.000767275	0.00169888	0.00382657	0.00318653	-0.00155242	0.00175639	0.00240469	0.000712072	0.00116782	0.00373678	-0.00152485	0.00619451	-0.00341342	-0.00075875	3.59565e-05	0.398021	0.247632	-0.616741	-1.56634	0.945834	0	0.000414311	0.00328582	0	0	0	0	0	0	0	0	0	0	0	0	
0.070088	0.00224932	0.000726742	0.00178548	0.00382874	0.00317408	-0.00159937	0.00175729	0.00248358	0.000810945	0.00120239	0.00366835	-0.00133434	0.00619451	-0.00341342	-0.00075875	3.59565e-05	0.398021	0.247632	-0.616741	-1.56634	0.945834	0	0.000431707	0.00325631	0	0	0	0	0	0	0	0	0	0	0	0	
0.080045	0.00224932	0.000726742	0.00178548	0.00385536	0.0031779	-0.00164836	0.00175729	0.00248358	0.000810945	0.00120179	0.00364996	-0.00114884	0.00593672	-0.00360542	-0.000854107	3.59565e-05	0.398021	0.247632	-0.616741	-1.56634	0.945834	0	0.000520266	0.0031721	0	0	0	0	0	0	0	0	0	0	0	0	
0.090082	0.00223326	0.000705636	0.00192659	0.00386847	0.00317456	-0.00169117	0.00173424	0.00253016	0.000856412	0.00120179	0.00364996	-0.00114884	0.00592677	-0.00343111	-0.000706642	3.59565e-05	0.398021	0.247632	-0.616741	-1.56634	0.945834	0	0.000478922	0.00316073	0	0	0	0	0	0	0	0	0	0	0	0	
