-0.0477663	-0.0163598	-0.0237101	-0.0042079	-0.0193609	-0.100865	-0.0431103	-0.042687	-0.0031089	-0.0120383	-0.0339075	0.0179958	-0.0266696	0.00463007	0.0256343	
-0.0502162	-0.0170566	-0.025239	-0.0063551	-0.0209813	-0.103182	-0.0489496	-0.0483109	-0.0060431	-0.0120383	-0.0339075	0.0179958	-0.0266696	0.00463007	0.0256343	
-0.0527959	-0.017769	-0.0268442	-0.0063551	-0.0209813	-0.103182	-0.0514442	-0.0508448	-0.00721164	-0.011353	-0.0372131	0.0180219	-0.0338344	0.00572361	0.0286948	
-0.0554171	-0.0186171	-0.0285102	-0.0107792	-0.0244417	-0.108042	-0.0539472	-0.053521	-0.00836433	-0.0110064	-0.0386652	0.0184911	-0.0338344	0.00572361	0.0286948	
-0.0607978	-0.0206702	-0.0319927	-0.0131256	-0.0262489	-0.110655	-0.0564334	-0.0562594	-0.00953449	-0.0110064	-0.0386652	0.0184911	-0.0338344	0.00572361	0.0286948	
-0.0607978	-0.0206702	-0.0319927	-0.01558	-0.0280684	-0.113304	-0.0588472	-0.0590543	-0.0107422	-0.0096488	-0.0417168	0.0203837	-0.0338344	0.00572361	0.0286948	
-0.0650813	-0.0223277	-0.0345393	-0.0192813	-0.0307462	-0.117134	-0.0621752	-0.062996	-0.0124164	-0.00892441	-0.0434176	0.0217848	-0.0490981	0.00686769	0.0383771	
-0.0682162	-0.023497	-0.0363269	-0.021936	-0.0326464	-0.119826	-0.0644175	-0.0657127	-0.0135116	-0.00892441	-0.0434176	0.0217848	-0.0490981	0.00686769	0.0383771	
-0.071662	-0.0246514	-0.0381374	-0.0245979	-0.0346184	-0.12245	-0.0644175	-0.0657127	-0.0135116	-0.00892441	-0.0434176	0.0217848	-0.0490981	0.00686769	0.0383771	
-0.075308	-0.0257827	-0.0399634	-0.0273549	-0.0367365	-0.125055	-0.0693125	-0.0719034	-0.0157566	-0.00711374	-0.0498784	0.0281165	-0.062684	0.00907557	0.0498048	
-0.0791951	-0.0269726	-0.0418278	-0.0301989	-0.0391026	-0.127645	-0.0719947	-0.0752713	-0.0167716	-0.00711374	-0.0498784	0.0281165	-0.0668102	0.0101206	0.0541861	
-0.0833618	-0.028167	-0.0437211	-0.0330944	-0.0417649	-0.130261	-0.0719947	-0.0752713	-0.0167716	-0.00709384	-0.0515769	0.0303403	-0.0709834	0.0112729	0.0590462	
-0.0833618	-0.028167	-0.0437211	-0.0373101	-0.0462055	-0.134221	-0.0793409	-0.0843789	-0.018666	-0.00709384	-0.0515769	0.0303403	-0.0752535	0.0125377	0.0644445	
-0.0897902	-0.0300567	-0.0465569	-0.0403935	-0.049592	-0.137095	-0.0793409	-0.0843789	-0.018666	-0.0110233	-0.0580183	0.0411092	-0.0795699	0.0138065	0.0701422	
-0.0990349	-0.0333145	-0.0508317	-0.0435761	-0.0530706	-0.140062	-0.0861612	-0.0927003	-0.0195676	-0.0110233	-0.0580183	0.0411092	-0.0795699	0.0138065	0.0701422	
-0.0990349	-0.0333145	-0.0508317	-0.0468123	-0.0567426	-0.142965	-0.0897895	-0.0971641	-0.019819	-0.0110233	-0.0580183	0.0411092	-0.0795699	0.0138065	0.0701422	
