4.370068944	-2.323441812	3.664575824	-0.507777085	-0.269147282	-0.850798445	0.003003007	-0.931519018
2.785716853	-1.481384033	1.725906114	1.167676961	-0.488114905	0.261683987	1.572112779	1.015171598
10.76763053	-4.838951493	-1.993576595	-0.147539008	0.085845063	0.413506406	-0.436556897	0.100179876
-0.635762207	0.203975166	1.651824741	-1.642096889	-1.219850443	1.947936775	-0.71154376	0.318881712
4.544220495	6.411033953	1.089110149	1.717594659	-0.197859093	-0.413188931	-1.217998094	0.47499834
1.318581832	1.515981541	1.152109222	0.37382149	2.565873293	1.379786279	0.193331556	-0.247148952
4.568588	7.031893593	-1.190408621	-0.872156454	-0.742350491	0.374676858	1.113881015	-0.646079644
-1.72189253	-1.891010376	-0.385685395	2.789171578	-1.012464083	1.090935075	-0.027174353	-0.86295478

189.42929	127.4729421	27.19008298	15.96956589	10.00512265	8.162839087	5.930789865	3.458838496
