-0	0.0718402	0.052148	0	-0.003056	-0.00420306	-0.000993955	-0.00844906	-0.00674282	0.00824329	-0.00144242	0.00566747	0.00935357	-0.00417551	0.0145597	-0.00422716	0.0447697	-0.0145	-0.0135807	0.216371	0.39816	0.297852	2.24258	-0.545819	-2.34298	0.216371	0.39816	0.197852	4838	0	0	-1	-1	0	-0	0	0	-0	-0	-0	0	0	
-0	0.0718402	0.052148	0.010149	-0.003056	-0.00420306	-0.000993955	-0.00905616	-0.00617473	0.0084199	-0.00122859	0.00541106	0.0111004	-0.00391556	0.0158368	-0.00393232	0.0447697	-0.0145	-0.0135807	0.216371	0.39816	0.297852	2.24258	-0.545819	-2.34298	0.216371	0.39816	0.197852	4838	0	0	-1	-1	0	-0	0	0	-0	-0	-0	0	0	
-0	0.0718402	0.052148	0.020103	-0.00335322	-0.00366065	-0.00099069	-0.00938454	-0.00594798	0.00846299	-0.00120462	0.00525879	0.0113394	-0.00364378	0.0171579	-0.00361123	0.0447697	-0.0145	-0.0135807	0.216371	0.39816	0.297852	2.24258	-0.545819	-2.34298	0.216371	0.39816	0.197852	4838	0	0	-1	-1	0	-0	0	0	-0	-0	-0	0	0	
-0	0.0718402	0.052148	0.030113	-0.0038831	-0.0033087	-0.00100993	-0.00965673	-0.00575049	0.00852578	-0.00120462	0.00525879	0.0113394	-0.00316852	0.019077	-0.00307654	0.0536065	-0.0214319	-0.0153995	0.216371	0.39816	0.297852	2.24258	-0.545819	-2.34298	0.216371	0.39816	0.197852	4838	0	0	-1	-1	0	-0	0	0	-0	-0	-0	0	0	
-0	0.0718402	0.052148	0.040121	-0.00411844	-0.00318603	-0.000976928	-0.00965673	-0.00575049	0.00852578	-0.00120462	0.00525879	0.0113394	-0.00276878	0.0202785	-0.0026623	0.0562785	-0.0237426	-0.0160931	0.216371	0.39816	0.297852	2.24258	-0.545819	-2.34298	0.216371	0.39816	0.197852	4838	0	0	-1	-1	0	-0	0	0	-0	-0	-0	0	0	
-0	0.0718402	0.052148	0.050126	-0.00416763	-0.0030767	-0.000936307	-0.00965673	-0.00575049	0.00852578	-0.00145963	0.00416481	0.0125161	-0.00276878	0.0202785	-0.0026623	0.0589282	-0.0260128	-0.0169704	0.216371	0.39816	0.297852	2.24258	-0.545819	-2.34298	0.216371	0.39816	0.197852	4838	0	0	-1	-1	0	-0	0	0	-0	-0	-0	0	0	
-0	0.0718402	0.052148	0.060128	-0.00400915	-0.00299269	-0.000898522	-0.00965673	-0.00575049	0.00852578	-0.00145963	0.00416481	0.0125161	-0.00188885	0.022439	-0.00191315	0.0589282	-0.0260128	-0.0169704	0.216371	0.39816	0.297852	2.24258	-0.545819	-2.34298	0.216371	0.39816	0.197852	4838	0	0	-1	-1	0	-0	0	0	-0	-0	-0	0	0	
-0	0.0718402	0.052148	0.070119	-0.00400915	-0.00299269	-0.000898522	-0.0109557	-0.004964	0.00889492	-0.000531668	0.00525716	0.0108795	-0.00188885	0.022439	-0.00191315	0.0589282	-0.0260128	-0.0169704	0.216371	0.39816	0.297852	2.24258	-0.545819	-2.34298	0.216371	0.39816	0.197852	4838	0	0	-1	-1	0	-0	0	0	-0	-0	-0	0	0	
-0	0.0718402	0.052148	0.080121	-0.00384237	-0.00287611	-0.00103174	-0.0111765	-0.00486424	0.00902267	-0.000531668	0.00525716	0.0108795	-0.00106928	0.024231	-0.00128219	0.0670435	-0.0329706	-0.019712	0.216371	0.39816	0.297852	2.24258	-0.545819	-2.34298	0.216371	0.39816	0.197852	4838	0	0	-1	-1	0	-0	0	0	-0	-0	-0	0	0	
-0	0.0718402	0.052148	0.090143	-0.00403959	-0.00289663	-0.00123884	-0.0114188	-0.00474261	0.00907774	-0.000531668	0.00525716	0.0108795	-0.00106928	0.024231	-0.00128219	0.0697854	-0.0351596	-0.0206745	0.216371	0.39816	0.297852	2.24258	-0.545819	-2.34298	0.216371	0.39816	0.197852	4838	0	0	-1	-1	0	-0	0	0	-0	-0	-0	0	0	
