-0.03429	0.147306	-0.0963703	-0.0981983	0.122706	-0.0646825	-0.0244	0.125922	-0.114119	0.583851	0.0946626	0.243899	-0.297091	-0.636563	0.0816929	1.76322
0.0907357	0.0864231	0.0726508	0.0956798	0.126301	0.0966541	0.0454059	0.143046	-0.000646738	0.432497	0.500852	-0.288506	0.537635	0.0992661	-0.319375	1.29805
0.131862	-0.000572814	-0.125159	0.0839954	0.033563	-0.088066	0.131343	-0.00799534	-0.118189	-0.119704	0.298228	0.581559	0.42188	0.0591436	0.544762	0.525635
-0.0649857	0.112058	-0.0477108	-0.0386473	0.117218	-0.0310433	0.00588068	0.0194169	-0.0723318	-0.572295	0.667987	-0.116386	-0.27854	-0.273188	-0.140044	0.26291
0.489683	0.0818757	-0.0648944	0.49703	0.267897	0.00340526	0.414799	0.21116	-0.229653	-0.151359	-0.278189	-0.148358	-0.0267923	-0.187428	-0.0541663	0.20365
0.229295	-0.314227	0.327562	0.402938	-0.280582	0.264321	0.130435	-0.192488	0.318131	0.185094	0.291414	0.110831	-0.363499	0.0588971	0.0899913	0.16014
0.036329	-0.285232	-0.495958	0.0291402	-0.296708	-0.434772	0.216516	-0.317616	-0.342081	0.183189	0.138695	-0.173292	-0.128803	0.152151	-0.0780652	0.133057
-0.00718987	-0.22356	0.0299515	0.10804	-0.260769	-0.0249488	-0.0579569	-0.344767	0.117698	-0.179751	-0.147119	0.145249	0.436429	-0.58706	-0.350056	0.0686605
0.0116816	0.134283	-0.0230721	-0.0269333	0.0667449	0.00127809	0.156462	0.0382839	-0.0623139	0.00446072	-0.00769101	0.639833	-0.150535	0.298247	-0.652082	0.0529778
0.100545	-0.0441852	0.178917	-0.591264	-0.310115	0.14927	0.661545	0.176871	0.00913435	-0.037363	-0.00804891	-0.0624636	0.053508	-0.0991961	0.0284138	0.0315803
-0.141113	0.091361	0.149983	-0.109551	0.522206	0.18288	0.287357	-0.724813	-0.0989933	0.0719563	-0.026113	-0.0508791	-0.0039075	0.0213764	0.0667248	0.0101131
-0.75843	0.125796	0.171579	0.422408	-0.192544	-0.0196064	0.322803	0.149833	-0.178614	0.00774729	-0.0276575	-0.00693136	0.0388745	-0.0185947	0.0484723	0.00939388
-0.0330141	0.235734	-0.0754004	0.0468926	0.125678	-0.561279	0.262479	-0.0274688	0.730167	0.0186132	-0.00072134	-0.0341236	0.00470537	-0.000713986	0.0172797	0.00571075
-0.0131914	0.44706	-0.607316	0.085567	-0.257277	0.536792	0.0571325	-0.130237	0.215751	0.00117033	-0.0159961	-0.0379153	0.00376467	-0.00142004	0.0314184	0.0042855
0.261927	0.649544	0.38745	0.021577	-0.393965	-0.242771	-0.140323	-0.252165	-0.239987	0.0132251	0.00457054	-0.039668	-0.0110717	0.0286391	0.0342794	0.0029117
