-0.0979024	-0.0925858	0.0632677	-0.0737653	-0.16207	-0.00759654	0.0255825	-0.178848	0.0841446	-0.619842	-0.460101	0.0663367	-0.0918284	0.541825	0.0636276	1.37011
0.0607538	-0.0533468	0.0856348	0.162838	-0.0130666	0.150944	0.111693	0.00217853	0.0330693	-0.141945	0.237208	-0.521201	0.566365	0.252639	-0.436374	0.732696
0.0108469	0.0427305	-0.20627	0.0195518	0.0447009	-0.168053	-0.0316152	-0.0446403	-0.194697	-0.238871	0.465637	0.347027	0.465413	0.164293	0.496067	0.34358
0.234579	0.616395	0.0168835	0.0476308	-0.00130282	-0.0829888	-0.232063	0.663911	-0.0102551	-0.153672	-0.13604	-0.0874877	0.00531951	0.0982938	0.0372067	0.216986
-0.420956	-0.0289722	-0.341783	-0.442177	0.0313604	-0.46866	-0.375748	0.016132	-0.00176611	0.112591	0.079776	-0.275953	-0.0304705	0.167914	-0.152417	0.107135
-0.0381288	0.0410311	0.201917	-0.0489972	-0.242768	0.14278	-0.0779268	0.102743	0.326	0.420092	0.266519	0.40752	-0.0645461	0.552214	-0.169634	0.0739437
0.141154	0.496627	0.279064	-0.473678	-0.0725801	-0.0525757	0.311731	-0.362819	-0.039832	-0.115783	0.320884	-0.16932	-0.217	-0.015749	0.0194579	0.0603735
0.241879	0.107137	-0.21518	-0.0884799	0.0838582	-0.238788	0.410813	-0.0677325	-0.429711	0.375716	-0.38765	0.155853	0.201206	0.258133	-0.176026	0.053842
-0.103573	0.335947	-0.310566	0.624903	0.072121	0.0137047	-0.115088	-0.353116	-0.156364	0.0283068	0.155585	-0.100603	-0.364788	0.218757	-0.0750141	0.0408459
-0.152364	0.310769	0.157586	0.0340602	-0.00630052	0.110814	-0.225909	-0.347927	0.252179	0.34205	-0.364137	-0.191806	0.392359	-0.00761647	0.407218	0.0352458
0.353305	-0.301604	-0.143898	0.0158691	-0.341875	-0.0211085	0.0997943	0.129624	-0.0147323	0.205944	0.0793809	-0.478572	-0.224013	0.23572	0.48524	0.0255527
-0.464973	-0.036962	0.241118	-0.0381822	0.524638	0.255816	0.260555	0.273496	-0.241584	0.0905553	0.0419109	-0.154188	-0.13198	0.258513	0.251238	0.0157224
-0.497584	0.0937076	0.182128	0.169175	-0.684219	-0.0994879	0.181351	0.141574	-0.34325	0.021604	-0.0171679	0.000595615	0.0704758	-0.165187	0.0040903	0.0107631
0.175793	-0.181597	0.655014	0.222491	0.145965	-0.538278	-0.28302	-0.0934268	-0.21525	0.0450312	0.0279048	-0.0243341	-0.0435557	0.0778174	-0.00343508	0.00590996
0.145022	-0.0514351	0.0415252	-0.252538	-0.111874	0.514024	-0.513516	-0.109896	-0.592047	0.0185105	-0.0120883	0.0193974	-0.00357732	0.0477649	-0.0680592	0.00323694
