0	0.00533563	0.00221172	0.00273181	0.0162916	-0.00190039	-0.00706497	-0.00978503	0.00438117	0.00898375	-2.61588e-05	0.00213792	-0.017396	0.0129217	-0.00124155	-0.0221787	3.11136e-05	0.397502	0.247427	-0.115788	-1.56635	1.44397	0	-0	-0	0	-0	-0	-0	0	0
0.010122	0.00606871	0.00287487	0.00255566	0.0205624	-0.000843138	-0.00844344	-0.00978503	0.00438117	0.00898375	-2.61588e-05	0.00213792	-0.017396	0.0123009	-0.00133067	-0.0226781	3.11136e-05	0.397502	0.247427	-0.115788	-1.56635	1.44397	0	-0	-0	0	-0	-0	-0	0	0
0.020112	0.00734596	0.00387226	0.00268118	0.0257372	0.000274986	-0.00961097	-0.0105881	0.00816109	0.00984622	1.1035e-05	0.00236093	-0.0199258	0.0108532	-0.00149406	-0.0227832	3.11136e-05	0.397502	0.247427	-0.115788	-1.56635	1.44397	0	-0	-0	0	-0	-0	-0	0	0
0.0301	0.00734596	0.00387226	0.00268118	0.0315357	0.00173708	-0.0108022	-0.0108349	0.00903142	0.00979242	-6.8349e-06	0.00273448	-0.020072	0.0104194	-0.00155283	-0.0221652	3.11136e-05	0.397502	0.247427	-0.115788	-1.56635	1.44397	0	-0	-0	0	-0	-0	-0	0	0
0.04012	0.00898767	0.00544976	0.00268857	0.0376553	0.00326735	-0.0119204	-0.0108349	0.00903142	0.00979242	-6.8349e-06	0.00273448	-0.020072	0.0101318	-0.00148952	-0.0208895	3.11136e-05	0.397502	0.247427	-0.115788	-1.56635	1.44397	0	-0	-0	0	-0	-0	-0	0	0
0.050112	0.00951194	0.00630386	0.0025603	0.048106	0.00416634	-0.0127283	-0.0111673	0.0109732	0.00947502	-6.8349e-06	0.00273448	-0.020072	0.00974816	-0.000911253	-0.0182639	3.11136e-05	0.397502	0.247427	-0.115788	-1.56635	1.44397	0	-0.000122325	-0	0	-0	-0	-0	0	0
0.060115	0.00986462	0.00715575	0.00234822	0.0553022	0.00478536	-0.0129364	-0.0111242	0.0115721	0.00927755	-0.000820462	0.00491937	-0.0191568	0.00974816	-0.000911253	-0.0182639	3.11136e-05	0.397502	0.247427	-0.115788	-1.56635	1.44397	0	-0.000399449	-0	0	-0	-0	-0	0	0
0.07007	0.0101031	0.00794196	0.00209335	0.0553022	0.00478536	-0.0129364	-0.0110332	0.0120988	0.00922439	-0.000820462	0.00491937	-0.0191568	0.00848252	-0.000266503	-0.0134359	3.11136e-05	0.397502	0.247427	-0.115788	-1.56635	1.44397	0	-0.000531934	-0	0	-0	-0	-0	0	0
0.080091	0.0103215	0.00884757	0.00169776	0.0625093	0.00547199	-0.0128197	-0.0109226	0.0125078	0.00928235	-0.000820462	0.00491937	-0.0191568	0.00731671	-0.000231933	-0.0105597	3.11136e-05	0.397502	0.247427	-0.115788	-1.56635	1.44397	0	-0.000670281	-0	0	-0	-0	-0	0	0
0.090102	0.0107062	0.00926069	0.00139367	0.0750549	0.00699587	-0.0142604	-0.010901	0.0128088	0.00946566	-0.000717209	0.00575076	-0.0162226	0.00731671	-0.000231933	-0.0105597	3.11136e-05	0.397502	0.247427	-0.115788	-1.56635	1.44397	0	-0.000854001	-0	0	-0	-0	-0	0	0
