1e-06	0.000802646	0.000452166	-0.00206656	0.0412759	-0.0034589	-0.00412359	-0.00645888	0.00319024	0.00913539	-0.00351017	-0.00303642	-0.0142325	0	0	0	-0.000111267	0.397934	0.247416	0.133224	-1.56696	1.69439	6004	-1.81303e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.010152	0.00209926	0.000959606	-0.00252747	0.0472255	-0.00342382	-0.00551848	-0.00711828	0.00433755	0.00959301	-0.00351017	-0.00303642	-0.0142325	0	0	0	-0.000111267	0.397934	0.247416	0.133224	-1.56696	1.69439	6004	-0.000368661	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.020141	0.0023675	0.00123431	-0.00280801	0.0537969	-0.00334178	-0.00644628	-0.00724357	0.00465345	0.00953012	-0.00327208	-0.00319731	-0.0143718	0	0	0	-0.000111267	0.397934	0.247416	0.133224	-1.56696	1.69439	6004	-0.000671188	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.030114	0.00318042	0.00155726	-0.00309483	0.0626184	-0.00316865	-0.00867509	-0.00719305	0.00494634	0.00929281	-0.00250568	-0.00346645	-0.0145053	0	0	0	-0.000111267	0.397934	0.247416	0.133224	-1.56696	1.69439	6004	-0.00119259	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.040152	0.00473425	0.00199006	-0.00351329	0.0689716	-0.00244798	-0.0090964	-0.00699721	0.00546733	0.00894409	-0.0020646	-0.00359141	-0.0146411	0	0	0	-0.000111267	0.397934	0.247416	0.133224	-1.56696	1.69439	6004	-0.00168098	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.050098	0.00634393	0.00259361	-0.00418696	0.083142	0.000191914	-0.00849279	-0.00650431	0.00613547	0.00826684	-0.0020646	-0.00359141	-0.0146411	0	0	0	-0.000111267	0.397934	0.247416	0.133224	-1.56696	1.69439	6004	-0.00249159	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0601	0.00768193	0.00337939	-0.00509587	0.083142	0.000191914	-0.00849279	-0.00507429	0.00706067	0.00661169	-0.000874022	-0.00372045	-0.0148922	0	0	0	-0.000111267	0.397934	0.247416	0.133224	-1.56696	1.69439	6004	-0.00301473	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.070127	0.00888489	0.0043107	-0.006106	0.0936203	0.00359688	-0.0135143	-0.00370424	0.00760479	0.00512249	-0.000874022	-0.00372045	-0.0148922	0	0	0	-0.000111267	0.397934	0.247416	0.133224	-1.56696	1.69439	6004	-0.00375889	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.080139	0.010171	0.00553846	-0.00763029	0.100592	0.00587426	-0.0173734	-0.00370424	0.00760479	0.00512249	-0.000220024	-0.00367139	-0.0150043	0	0	0	-0.000111267	0.397934	0.247416	0.133224	-1.56696	1.69439	6004	-0.00445322	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.090143	0.0108641	0.00635466	-0.00862667	0.100592	0.00587426	-0.0173734	-0.00111351	0.00817274	0.0017297	-0.000220024	-0.00367139	-0.0150043	0	0	0	-0.000111267	0.397934	0.247416	0.133224	-1.56696	1.69439	6004	-0.00467844	0	0	0	0	0	0	0	0	0	0	0	0	0	
