			time	P1	Y1	R1	P2	Y2	R2	P3	Y3	R3	P4	Y4	R4	P5	Y5	R5	Xpos	Ypos	Zpos	Xangle	Yangle	Zangle	Xled	Yled	Zled	fingers	goalIter	goalNum	goalSlot	OccupiedSlot	AgainstBorder	VelX	VelY	VelZ	VelXang	VelYang	VelZAng	grasp	fingers
0.153439	-0.00232944	0.0520965	3.58007	0.154562	-0.433026	0.030499	0.135645	-0.348147	0.215313	0.0161152	-0.429788	-0.0122294	-0.555552	-0.0366964	0.0937792	-0.110008	0.589865	0.333917	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.402329	0.197903	5332	0	0	-1	-1	0	0.153439	-0.0155012	0	-0.0400138	0	0.0346219	0	0
0.153786	-0.00234011	0.0520961	3.59007	0.154933	-0.433891	0.0309474	0.138584	-0.352616	0.221253	0.0158059	-0.432661	-0.011783	-0.555552	-0.0366964	0.0937792	-0.110802	0.591039	0.335092	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.40234	0.197904	5332	0	0	-1	-1	0	0.153786	-0.0156284	0	-0.0438961	0	0.0405163	0	0
0.15459	-0.00272802	0.0520798	3.60006	0.155313	-0.434921	0.0314298	0.138584	-0.352616	0.221253	0.0157502	-0.434033	-0.011535	-0.557793	-0.0363877	0.0931495	-0.110802	0.591039	0.335092	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.402728	0.19792	5332	0	0	-1	-1	0	0.15459	-0.0162842	0	-0.0456253	0	0.0401831	0	0
0.15483	-0.00290075	0.0520721	3.61009	0.155517	-0.435518	0.0316459	0.140198	-0.354081	0.223931	0.0157922	-0.435675	-0.0112664	-0.558591	-0.0361449	0.0928372	-0.11153	0.592191	0.336298	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.402901	0.197928	5332	0	0	-1	-1	0	0.15483	-0.0163187	0	-0.0456507	0	0.039972	0	0
0.155401	-0.00290328	0.0520719	3.62008	0.15572	-0.43595	0.0318344	0.140772	-0.354539	0.224952	0.0159103	-0.436961	-0.011045	-0.558591	-0.0361449	0.0928372	-0.11153	0.592191	0.336298	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.402903	0.197928	5332	0	0	-1	-1	0	0.155401	-0.0166375	0	-0.0465439	0	0.0395951	0	0
0.155514	-0.00299251	0.0520678	3.6301	0.15572	-0.43595	0.0318344	0.141107	-0.354832	0.225665	0.0160787	-0.437613	-0.0108817	-0.558591	-0.0361449	0.0928372	-0.11153	0.592191	0.336298	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.402993	0.197932	5332	0	0	-1	-1	0	0.155514	-0.0167561	0	-0.0468475	0	0.0394353	0	0
0.155697	-0.00302282	0.0520664	3.64006	0.155924	-0.436473	0.0323065	0.141969	-0.355369	0.226909	0.0162587	-0.438171	-0.0106736	-0.560786	-0.034689	0.0911199	-0.114541	0.595408	0.339846	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403023	0.197934	5332	0	0	-1	-1	0	0.155697	-0.0169063	0	-0.0472326	0	0.0391783	0	0
0.155873	-0.00306129	0.0520646	3.65008	0.155924	-0.436473	0.0323065	0.142647	-0.355653	0.227797	0.0163379	-0.438437	-0.010537	-0.560786	-0.034689	0.0911199	-0.114541	0.595408	0.339846	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403061	0.197935	5332	0	0	-1	-1	0	0.155873	-0.0170877	0	-0.0474476	0	0.0404755	0	0
0.155957	-0.00308278	0.0520636	3.66008	0.155924	-0.436473	0.0323065	0.143242	-0.355837	0.228632	0.0164984	-0.43875	-0.0104535	-0.561033	-0.0339806	0.0904107	-0.114541	0.595408	0.339846	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403083	0.197936	5332	0	0	-1	-1	0	0.155957	-0.0171956	0	-0.0474272	0	0.0403682	0	0
0.155995	-0.00308076	0.0520637	3.67009	0.155537	-0.436503	0.0326913	0.143417	-0.355817	0.22917	0.0166801	-0.43916	-0.0103103	-0.561086	-0.0334733	0.0899141	-0.117008	0.595924	0.341414	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403081	0.197936	5332	0	0	-1	-1	0	0.155995	-0.0173476	0	-0.0476258	0	0.0402982	0	0
0.156209	-0.00310057	0.0520627	3.68009	0.155537	-0.436503	0.0326913	0.143655	-0.355707	0.229714	0.0171887	-0.4405	-0.0100101	-0.560985	-0.032929	0.0893876	-0.117008	0.595924	0.341414	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403101	0.197937	5332	0	0	-1	-1	0	0.156209	-0.0174982	0	-0.0484403	0	0.0402952	0	0
0.156198	-0.00318193	0.0520588	3.69009	0.155537	-0.436503	0.0326913	0.143655	-0.355707	0.229714	0.0176449	-0.440897	-0.00980967	-0.560743	-0.0323883	0.0888377	-0.119173	0.594993	0.343055	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403182	0.197941	5332	0	0	-1	-1	0	0.156198	-0.0175675	0	-0.0491236	0	0.0400459	0	0
0.156241	-0.00325018	0.0520555	3.70006	0.155537	-0.436503	0.0326913	0.144341	-0.355037	0.230756	0.0182008	-0.441046	-0.00949529	-0.560743	-0.0323883	0.0888377	-0.119173	0.594993	0.343055	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.40325	0.197945	5332	0	0	-1	-1	0	0.156241	-0.0177447	0	-0.0492382	0	0.0399223	0	0
0.156009	-0.00326163	0.0520549	3.71009	0.154889	-0.434743	0.03431	0.143937	-0.35463	0.230817	0.0185188	-0.440749	-0.00925333	-0.560743	-0.0323883	0.0888377	-0.119173	0.594993	0.343055	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403262	0.197945	5332	0	0	-1	-1	0	0.156009	-0.0180578	0	-0.0500664	0	0.0402352	0	0
0.1559	-0.00334436	0.0520508	3.72009	0.154889	-0.434743	0.03431	0.143018	-0.354209	0.2306	0.018961	-0.44069	-0.00893108	-0.557902	-0.0307118	0.0866094	-0.119173	0.594993	0.343055	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403344	0.197949	5332	0	0	-1	-1	0	0.1559	-0.0181369	0	-0.0489931	0	0.0398277	0	0
0.15588	-0.00323716	0.0520561	3.7301	0.154889	-0.434743	0.03431	0.141784	-0.353786	0.230124	0.0195704	-0.441151	-0.00851573	-0.554526	-0.0302685	0.0852143	-0.119173	0.594993	0.343055	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403237	0.197944	5332	0	0	-1	-1	0	0.15588	-0.0181729	0	-0.0491249	0	0.0398597	0	0
0.155694	-0.00325033	0.0520555	3.74006	0.155834	-0.433492	0.0363879	0.14054	-0.353355	0.229494	0.0195704	-0.441151	-0.00851573	-0.552539	-0.0302116	0.084433	-0.12633	0.589804	0.345736	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.40325	0.197945	5332	0	0	-1	-1	0	0.155694	-0.0183876	0	-0.0510532	0	0.0380649	0	0
0.155561	-0.00344291	0.0520458	3.75009	0.156378	-0.432952	0.0369592	0.13978	-0.352882	0.228947	0.0195704	-0.441151	-0.00851573	-0.550386	-0.0303157	0.0836668	-0.131143	0.585316	0.347351	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403443	0.197954	5332	0	0	-1	-1	0	0.155561	-0.0183417	0	-0.0503899	0	0.037901	0	0
0.155495	-0.00337666	0.0520492	3.7601	0.156378	-0.432952	0.0369592	0.139954	-0.351893	0.228674	0.0195704	-0.441151	-0.00851573	-0.548093	-0.0305434	0.0828899	-0.131143	0.585316	0.347351	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403377	0.197951	5332	0	0	-1	-1	0	0.155495	-0.018302	0	-0.0514306	0	0.0362992	0	0
0.155429	-0.00348058	0.0520439	3.7701	0.156378	-0.432952	0.0369592	0.14013	-0.350895	0.228402	0.0232868	-0.441681	-0.00599967	-0.548093	-0.0305434	0.0828899	-0.137953	0.58057	0.351113	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403481	0.197956	5332	0	0	-1	-1	0	0.155429	-0.0187998	0	-0.0517063	0	0.035999	0	0
0.155321	-0.00350812	0.0520425	3.7801	0.156378	-0.432952	0.0369592	0.139996	-0.349736	0.228061	0.0240843	-0.4406	-0.00548775	-0.54216	-0.0317131	0.0808577	-0.137953	0.58057	0.351113	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403508	0.197958	5332	0	0	-1	-1	0	0.155321	-0.018833	0	-0.0530925	0	0.0342377	0	0
0.155014	-0.00364655	0.0520352	3.79008	0.155919	-0.427337	0.037361	0.139996	-0.349736	0.228061	0.0247694	-0.440375	-0.0049481	-0.539523	-0.0324152	0.0799917	-0.146034	0.575446	0.355544	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403647	0.197965	5332	0	0	-1	-1	0	0.155014	-0.0190865	0	-0.0555388	0	0.0328523	0	0
0.154238	-0.00389081	0.0520219	3.80007	0.15565	-0.42583	0.0372451	0.139996	-0.349736	0.228061	0.0253472	-0.439342	-0.0044813	-0.539523	-0.0324152	0.0799917	-0.151879	0.573351	0.3601	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403891	0.197978	5332	0	0	-1	-1	0	0.154238	-0.0191632	0	-0.0548746	0	0.0334772	0	0
0.154117	-0.0038245	0.0520256	3.81009	0.15565	-0.42583	0.0372451	0.140586	-0.346114	0.227657	0.0253472	-0.439342	-0.0044813	-0.533924	-0.0341041	0.0781811	-0.157369	0.571286	0.363941	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.403825	0.197974	5332	0	0	-1	-1	0	0.154117	-0.019336	0	-0.0580135	0	0.0322744	0	0
0.153507	-0.0041379	0.0520079	3.82009	0.15565	-0.42583	0.0372451	0.140751	-0.344088	0.22724	0.025798	-0.437982	-0.00350251	-0.533924	-0.0341041	0.0781811	-0.157369	0.571286	0.363941	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404138	0.197992	5332	0	0	-1	-1	0	0.153507	-0.0194881	0	-0.0572772	0	0.0326613	0	0
0.153267	-0.00406438	0.0520121	3.8301	0.15565	-0.42583	0.0372451	0.14061	-0.342594	0.226724	0.025798	-0.437982	-0.00350251	-0.531288	-0.0349314	0.0772663	-0.171743	0.569392	0.378244	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404064	0.197988	5332	0	0	-1	-1	0	0.153267	-0.0195886	0	-0.061125	0	0.0326448	0	0
0.153085	-0.0044485	0.0519894	3.84009	0.154602	-0.419558	0.036829	0.14061	-0.342594	0.226724	0.025798	-0.437982	-0.00350251	-0.523963	-0.0373974	0.0746303	-0.180501	0.568685	0.386083	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404449	0.198011	5332	0	0	-1	-1	0	0.153085	-0.0195945	0	-0.0621225	0	0.0324081	0	0
0.152038	-0.00454804	0.0519832	3.8501	0.153496	-0.416797	0.0361167	0.14061	-0.342594	0.226724	0.0257137	-0.43762	-0.00257431	-0.520955	-0.0383032	0.0734957	-0.180501	0.568685	0.386083	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404548	0.198017	5332	0	0	-1	-1	0	0.152038	-0.019623	0	-0.0611249	0	0.0333369	0	0
0.151825	-0.00444847	0.0519894	3.8601	0.152769	-0.414894	0.0355417	0.14061	-0.342594	0.226724	0.0252988	-0.437085	-0.00207197	-0.517728	-0.0392774	0.0722837	-0.193233	0.564198	0.393586	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404448	0.198011	5332	0	0	-1	-1	0	0.151825	-0.0195531	0	-0.0598927	0	0.0331157	0	0
0.151541	-0.00432551	0.0519968	3.87009	0.152046	-0.41286	0.0348278	0.140078	-0.335565	0.223413	0.0249005	-0.435515	-0.00166755	-0.517728	-0.0392774	0.0722837	-0.193233	0.564198	0.393586	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404326	0.198003	5332	0	0	-1	-1	0	0.151541	-0.0195914	0	-0.0625665	0	0.0320863	0	0
0.150235	-0.00459236	0.0519805	3.88009	0.152046	-0.41286	0.0348278	0.139528	-0.333752	0.222377	0.024622	-0.433637	-0.00131801	-0.511633	-0.0407525	0.0698625	-0.193233	0.564198	0.393586	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404592	0.19802	5332	0	0	-1	-1	0	0.150235	-0.0194004	0	-0.0607123	0	0.0333813	0	0
0.149486	-0.00440732	0.0519919	3.89009	0.150371	-0.408349	0.0333112	0.139091	-0.331995	0.221438	0.024622	-0.433637	-0.00131801	-0.511633	-0.0407525	0.0698625	-0.206807	0.556948	0.399043	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404407	0.198008	5332	0	0	-1	-1	0	0.149486	-0.0191542	0	-0.058987	0	0.0338877	0	0
0.149281	-0.00423509	0.0520022	3.90006	0.150371	-0.408349	0.0333112	0.139091	-0.331995	0.221438	0.0243432	-0.431145	-0.00101901	-0.50352	-0.0421987	0.0669198	-0.213042	0.554725	0.403132	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404235	0.197998	5332	0	0	-1	-1	0	0.149281	-0.0192002	0	-0.0633746	0	0.0311164	0	0
0.148179	-0.00467303	0.0519754	3.91009	0.150371	-0.408349	0.0333112	0.137918	-0.328293	0.219592	0.0230962	-0.42482	-0.000611913	-0.500437	-0.0422398	0.0658512	-0.213042	0.554725	0.403132	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404673	0.198025	5332	0	0	-1	-1	0	0.148179	-0.019204	0	-0.0623368	0	0.0320476	0	0
0.147694	-0.00456944	0.0519819	3.92009	0.150371	-0.408349	0.0333112	0.137918	-0.328293	0.219592	0.0224352	-0.422469	-0.000598955	-0.500437	-0.0422398	0.0658512	-0.213042	0.554725	0.403132	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404569	0.198018	5332	0	0	-1	-1	0	0.147694	-0.0190214	0	-0.0609179	0	0.0321686	0	0
0.147419	-0.00442782	0.0519906	3.93009	0.144109	-0.397151	0.0302226	0.135751	-0.323451	0.217014	0.0218802	-0.420321	-0.000685709	-0.497285	-0.0423105	0.0647651	-0.229624	0.546614	0.410136	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404428	0.198009	5332	0	0	-1	-1	0	0.147419	-0.0191021	0	-0.0650501	0	0.0300459	0	0
0.14502	-0.00484022	0.0519646	3.94009	0.144109	-0.397151	0.0302226	0.1347	-0.321377	0.215921	0.0213031	-0.418755	-0.000792213	-0.497285	-0.0423105	0.0647651	-0.229624	0.546614	0.410136	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.40484	0.198035	5332	0	0	-1	-1	0	0.14502	-0.0186143	0	-0.064022	0	0.0333848	0	0
0.144198	-0.00473762	0.0519713	3.9501	0.141913	-0.392368	0.0293284	0.1347	-0.321377	0.215921	0.0205701	-0.417196	-0.000905639	-0.494101	-0.0422951	0.0637742	-0.235226	0.544289	0.412943	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404738	0.198029	5332	0	0	-1	-1	0	0.144198	-0.0185193	0	-0.0654719	0	0.0340324	0	0
0.144007	-0.00488231	0.0519619	3.9601	0.140998	-0.389937	0.0289371	0.1347	-0.321377	0.215921	0.0198377	-0.416322	-0.00105019	-0.494101	-0.0422951	0.0637742	-0.248613	0.542229	0.424124	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404882	0.198038	5332	0	0	-1	-1	0	0.144007	-0.0184469	0	-0.0644617	0	0.033714	0	0
0.143459	-0.00478151	0.0519684	3.9701	0.140998	-0.389937	0.0289371	0.1347	-0.321377	0.215921	0.0188146	-0.414938	-0.00114223	-0.480896	-0.0390825	0.0601745	-0.248613	0.542229	0.424124	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404782	0.198032	5332	0	0	-1	-1	0	0.143459	-0.0184126	0	-0.0683597	0	0.0346066	0	0
0.143474	-0.00517046	0.0519426	3.9801	0.138737	-0.383613	0.027893	0.1347	-0.321377	0.215921	0.0181991	-0.413693	-0.0011902	-0.47766	-0.0382344	0.0592882	-0.248613	0.542229	0.424124	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.40517	0.198057	5332	0	0	-1	-1	0	0.143474	-0.0183457	0	-0.0654352	0	0.0320875	0	0
0.142603	-0.00487864	0.0519621	3.9901	0.138737	-0.383613	0.027893	0.127557	-0.309096	0.208617	0.0176651	-0.412349	-0.001155	-0.47766	-0.0382344	0.0592882	-0.248613	0.542229	0.424124	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404879	0.198038	5332	0	0	-1	-1	0	0.142603	-0.0182496	0	-0.0646003	0	0.0326753	0	0
0.140546	-0.00479534	0.0519675	4.00007	0.138737	-0.383613	0.027893	0.126123	-0.306646	0.20696	0.0171657	-0.410878	-0.00111496	-0.47766	-0.0382344	0.0592882	-0.275776	0.541298	0.44892	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404795	0.198032	5332	0	0	-1	-1	0	0.140546	-0.0174262	0	-0.0626762	0	0.0355714	0	0
0.140016	-0.00460333	0.0519798	4.01009	0.134847	-0.374928	0.0259527	0.126123	-0.306646	0.20696	0.0166631	-0.409292	-0.0011263	-0.47766	-0.0382344	0.0592882	-0.275776	0.541298	0.44892	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404603	0.19802	5332	0	0	-1	-1	0	0.140016	-0.0174412	0	-0.0701596	0	0.037878	0	0
0.139034	-0.00534999	0.0519301	4.0201	0.134847	-0.374928	0.0259527	0.126123	-0.306646	0.20696	0.0161759	-0.407625	-0.00117897	-0.462401	-0.0340911	0.0533515	-0.275776	0.541298	0.44892	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.40535	0.19807	5332	0	0	-1	-1	0	0.139034	-0.0172683	0	-0.0667027	0	0.0369743	0	0
0.137244	-0.00500512	0.0519537	4.03009	0.131244	-0.367136	0.0240542	0.121522	-0.299247	0.201819	0.0155678	-0.405178	-0.00119649	-0.462401	-0.0340911	0.0533515	-0.275776	0.541298	0.44892	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.405005	0.198046	5332	0	0	-1	-1	0	0.137244	-0.0167453	0	-0.0645398	0	0.0387821	0	0
0.136357	-0.00478929	0.0519679	4.04009	0.129939	-0.363876	0.0232895	0.119822	-0.296778	0.199963	0.0151267	-0.403345	-0.00106629	-0.462401	-0.0340911	0.0533515	-0.275776	0.541298	0.44892	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404789	0.198032	5332	0	0	-1	-1	0	0.136357	-0.0165219	0	-0.0640273	0	0.0400202	0	0
0.135673	-0.00473815	0.0519712	4.0501	0.129939	-0.363876	0.0232895	0.117331	-0.293277	0.197286	0.0148395	-0.401436	-0.00106269	-0.454764	-0.0323085	0.0499239	-0.332786	0.531758	0.488351	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404738	0.198029	5332	0	0	-1	-1	0	0.135673	-0.0166435	0	-0.0768583	0	0.0401382	0	0
0.134691	-0.00601807	0.0518809	4.0601	0.129939	-0.363876	0.0232895	0.117331	-0.293277	0.197286	0.0145956	-0.399483	-0.0011126	-0.44637	-0.0310892	0.0462613	-0.332786	0.531758	0.488351	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.406018	0.198119	5332	0	0	-1	-1	0	0.134691	-0.0162974	0	-0.0747396	0	0.0407225	0	0
0.134344	-0.0058068	0.051897	4.07013	0.124451	-0.350237	0.0204969	0.115508	-0.290807	0.195511	0.0141899	-0.397452	-0.00111506	-0.44637	-0.0310892	0.0462613	-0.332786	0.531758	0.488351	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.405807	0.198103	5332	0	0	-1	-1	0	0.134344	-0.0160615	0	-0.0728403	0	0.0403843	0	0
0.132247	-0.00561741	0.051911	4.08011	0.124451	-0.350237	0.0204969	0.111825	-0.285819	0.191866	0.0137408	-0.395369	-0.00113076	-0.435493	-0.0299896	0.0418436	-0.332786	0.531758	0.488351	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.405617	0.198089	5332	0	0	-1	-1	0	0.132247	-0.0158831	0	-0.0725449	0	0.0432889	0	0
0.131549	-0.00558794	0.0519131	4.09015	0.124451	-0.350237	0.0204969	0.110144	-0.28335	0.190016	0.0137408	-0.395369	-0.00113076	-0.430666	-0.029799	0.0400649	-0.332786	0.531758	0.488351	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.405588	0.198087	5332	0	0	-1	-1	0	0.131549	-0.0153852	0	-0.0680516	0	0.0421812	0	0
0.130453	-0.00513971	0.0519447	4.10007	0.124451	-0.350237	0.0204969	0.108628	-0.280886	0.188234	0.0128084	-0.389469	-0.00133774	-0.430666	-0.029799	0.0400649	-0.381318	0.516084	0.512513	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.40514	0.198055	5332	0	0	-1	-1	0	0.130453	-0.0150953	0	-0.0659356	0	0.0427894	0	0
0.130153	-0.00492859	0.0519588	4.11008	0.124451	-0.350237	0.0204969	0.107132	-0.278456	0.186511	0.0121577	-0.386837	-0.00128941	-0.420745	-0.02978	0.0366202	-0.381318	0.516084	0.512513	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.404929	0.198041	5332	0	0	-1	-1	0	0.130153	-0.0152298	0	-0.0775178	0	0.0400882	0	0
0.12918	-0.00608382	0.0518758	4.12009	0.119664	-0.337823	0.0184905	0.10487	-0.274997	0.183966	0.0114868	-0.384458	-0.00124085	-0.415648	-0.0298172	0.0350344	-0.381318	0.516084	0.512513	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.406084	0.198124	5332	0	0	-1	-1	0	0.12918	-0.0149581	0	-0.0754661	0	0.0404894	0	0
0.126898	-0.00587925	0.0518915	4.13009	0.119664	-0.337823	0.0184905	0.103326	-0.272594	0.181956	0.010803	-0.381584	-0.00129505	-0.415648	-0.0298172	0.0350344	-0.400066	0.509289	0.520483	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.405879	0.198108	5332	0	0	-1	-1	0	0.126898	-0.0145396	0	-0.0732115	0	0.0426905	0	0
0.126597	-0.00565442	0.0519083	4.14011	0.119664	-0.337823	0.0184905	0.103326	-0.272594	0.181956	0.0104172	-0.378355	-0.00124345	-0.402572	-0.0300827	0.0312513	-0.418211	0.501978	0.527286	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.405654	0.198092	5332	0	0	-1	-1	0	0.126597	-0.0145932	0	-0.0829112	0	0.0405636	0	0
0.126207	-0.00662142	0.0518326	4.15011	0.119664	-0.337823	0.0184905	0.103326	-0.272594	0.181956	0.00986317	-0.37358	-0.000938125	-0.3971	-0.0303178	0.0297765	-0.42739	0.498102	0.530273	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.406621	0.198167	5332	0	0	-1	-1	0	0.126207	-0.0145827	0	-0.0817865	0	0.0378032	0	0
0.125609	-0.00650933	0.0518419	4.1601	0.119664	-0.337823	0.0184905	0.103326	-0.272594	0.181956	0.00935654	-0.369616	-0.00070415	-0.3971	-0.0303178	0.0297765	-0.436409	0.494212	0.533206	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.406509	0.198158	5332	0	0	-1	-1	0	0.125609	-0.0146457	0	-0.082857	0	0.0367689	0	0
0.124575	-0.00661603	0.0518331	4.17015	0.112322	-0.313584	0.0158079	0.0975696	-0.262977	0.173762	0.00898013	-0.365587	-0.000479724	-0.3971	-0.0303178	0.0297765	-0.436409	0.494212	0.533206	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.406616	0.198167	5332	0	0	-1	-1	0	0.124575	-0.0146906	0	-0.0829485	0	0.0382022	0	0
0.120452	-0.00662515	0.0518323	4.18011	0.112322	-0.313584	0.0158079	0.0975696	-0.262977	0.173762	0.00872349	-0.361492	-0.000282944	-0.3971	-0.0303178	0.0297765	-0.453422	0.486548	0.538378	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.406625	0.198168	5332	0	0	-1	-1	0	0.120452	-0.0138991	0	-0.0855643	0	0.0422603	0	0
0.11993	-0.0068858	0.0518103	4.19012	0.112322	-0.313584	0.0158079	0.0975696	-0.262977	0.173762	0.00872349	-0.361492	-0.000282944	-0.372326	-0.0313601	0.0234635	-0.461619	0.482641	0.540393	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.406886	0.19819	5332	0	0	-1	-1	0	0.11993	-0.013992	0	-0.0878762	0	0.0420596	0	0
0.118541	-0.00711611	0.0517903	4.20011	0.108595	-0.30137	0.0146703	0.0928567	-0.254021	0.167132	0.00872349	-0.361492	-0.000282944	-0.366569	-0.0315457	0.02215	-0.469672	0.4785	0.542186	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.407116	0.19821	5332	0	0	-1	-1	0	0.118541	-0.0138685	0	-0.0814946	0	0.0392169	0	0
0.11606	-0.00648025	0.0518442	4.2101	0.108595	-0.30137	0.0146703	0.0915481	-0.251292	0.165361	0.00846171	-0.351829	0.000288944	-0.360797	-0.0317126	0.020891	-0.469672	0.4785	0.542186	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.40648	0.198156	5332	0	0	-1	-1	0	0.11606	-0.0132855	0	-0.0807516	0	0.0405544	0	0
0.114731	-0.00640619	0.0518503	4.22008	0.107022	-0.295221	0.0143308	0.0902485	-0.248499	0.163657	0.00788936	-0.344472	0.000820191	-0.355057	-0.0318433	0.0197144	-0.469672	0.4785	0.542186	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.406406	0.19815	5332	0	0	-1	-1	0	0.114731	-0.0131328	0	-0.0790334	0	0.0412923	0	0
0.112637	-0.00623491	0.051864	4.2301	0.104795	-0.286636	0.014195	0.0902485	-0.248499	0.163657	0.00738016	-0.340599	0.00109495	-0.349359	-0.0319535	0.0186149	-0.469672	0.4785	0.542186	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.406235	0.198136	5332	0	0	-1	-1	0	0.112637	-0.0130361	0	-0.0776299	0	0.0430817	0	0
0.111625	-0.00609499	0.051875	4.2401	0.102331	-0.277753	0.0143566	0.0868712	-0.241438	0.159529	0.00738016	-0.340599	0.00109495	-0.349359	-0.0319535	0.0186149	-0.469672	0.4785	0.542186	0.215975	0.39834	0.297824	2.24285	-0.541334	-2.34596	0.215975	0.406095	0.198125	5332	0	0	-1	-1	0	0.111625	-0.0130985	0	-0.0766047	0	0.0433749	0	0
