1e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5346	0	0	-1	-1	0	0	0	0	0	0	0	0	-23459	
0.008111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5346	0	0	-1	-1	0	0	0	0	0	0	0	0	-23419	
0.016111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5346	0	0	-1	-1	0	0	0	0	0	0	0	0	-23379	
0.024112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5346	0	0	-1	-1	0	0	0	0	0	0	0	0	-23339	
0.032113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5346	0	0	-1	-1	0	0	0	0	0	0	0	0	-23299	
0.040095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5346	0	0	-1	-1	0	0	0	0	0	0	0	0	-23259	
0.048075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5346	0	0	-1	-1	0	0	0	0	0	0	0	0	-23219	
0.056106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5346	0	0	-1	-1	0	0	0	0	0	0	0	0	-23179	
0.064108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5346	0	0	-1	-1	0	0	0	0	0	0	0	0	-23139	
0.072143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5346	0	0	-1	-1	0	0	0	0	0	0	0	0	-23099	
0.080146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5346	0	0	-1	-1	0	0	0	0	0	0	0	0	-23059	
0.08812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5344	0	0	-1	-1	0	0	0	0	0	0	0	0	-22999	
0.096145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5344	0	0	-1	-1	0	0	0	0	0	0	0	0	-22959	
0.104122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5344	0	0	-1	-1	0	0	0	0	0	0	0	0	-22919	
0.112144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5344	0	0	-1	-1	0	0	0	0	0	0	0	0	-22879	
0.120127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5344	0	0	-1	-1	0	0	0	0	0	0	0	0	-22839	
0.128115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5344	0	0	-1	-1	0	0	0	0	0	0	0	0	-22799	
0.136091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5340	0	0	-1	-1	0	0	0	0	0	0	0	0	-22719	
0.144148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5336	0	0	-1	-1	0	0	0	0	0	0	0	0	-22639	
0.152148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5334	0	0	-1	-1	0	0	0	0	0	0	0	0	-22579	
0.160148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5334	0	0	-1	-1	0	0	0	0	0	0	0	0	-22539	
0.168146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5334	0	0	-1	-1	0	0	0	0	0	0	0	0	-22499	
0.176145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5334	0	0	-1	-1	0	0	0	0	0	0	0	0	-22459	
0.184129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5334	0	0	-1	-1	0	0	0	0	0	0	0	0	-22419	
0.192125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5332	0	0	-1	-1	0	0	0	0	0	0	0	0	-22359	
0.200119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5332	0	0	-1	-1	0	0	0	0	0	0	0	0	-22319	
0.208123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5328	0	0	-1	-1	0	0	0	0	0	0	0	0	-22239	
0.21615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5328	0	0	-1	-1	0	0	0	0	0	0	0	0	-22199	
0.22415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5322	0	0	-1	-1	0	0	0	0	0	0	0	0	-22099	
0.232153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5322	0	0	-1	-1	0	0	0	0	0	0	0	0	-22059	
0.240125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5322	0	0	-1	-1	0	0	0	0	0	0	0	0	-22020	
0.248123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5320	0	0	-1	-1	0	0	0	0	0	0	0	0	-21960	
0.256145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5314	0	0	-1	-1	0	0	0	0	0	0	0	0	-21860	
0.264117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5314	0	0	-1	-1	0	0	0	0	0	0	0	0	-21820	
0.272122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5312	0	0	-1	-1	0	0	0	0	0	0	0	0	-21760	
0.280148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5312	0	0	-1	-1	0	0	0	0	0	0	0	0	-21720	
0.288119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5310	0	0	-1	-1	0	0	0	0	0	0	0	0	-21660	
0.296108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5310	0	0	-1	-1	0	0	0	0	0	0	0	0	-21620	
0.304123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5310	0	0	-1	-1	0	0	0	0	0	0	0	0	-21580	
0.312113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5310	0	0	-1	-1	0	0	0	0	0	0	0	0	-21541	
0.320107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5310	0	0	-1	-1	0	0	0	0	0	0	0	0	-21501	
0.328146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5310	0	0	-1	-1	0	0	0	0	0	0	0	0	-21461	
0.336146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5310	0	0	-1	-1	0	0	0	0	0	0	0	0	-21421	
0.344152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5304	0	0	-1	-1	0	0	0	0	0	0	0	0	-21321	
0.352153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5302	0	0	-1	-1	0	0	0	0	0	0	0	0	-21261	
0.360153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5302	0	0	-1	-1	0	0	0	0	0	0	0	0	-21221	
0.368118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5302	0	0	-1	-1	0	0	0	0	0	0	0	0	-21182	
0.376072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5298	0	0	-1	-1	0	0	0	0	0	0	0	0	-21102	
0.384116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5296	0	0	-1	-1	0	0	0	0	0	0	0	0	-21042	
0.392152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5288	0	0	-1	-1	0	0	0	0	0	0	0	0	-20922	
0.400124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216099	0.400285	0.294306	2.23615	-0.548516	-2.34708	0	0	0	5288	0	0	-1	-1	0	0	0	0	0	0	0	0	-20882	
