0	0.00240646	3.30434e-05	-0.00176786	-0.000289576	0.000729016	-0.000455155	0.000809084	-0.000776222	-0.00128488	0.00462443	0.000570118	-0.00198821	0.00481181	-0.002842	-0.00447515	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.000961016	0.00291096	-0.000877679	-0.03601	0.0419921	-0.0537387	0.0646189	0	0	0	0	0	0	0	
0.010059	0.00268961	4.57505e-05	-0.00172294	-0.000287325	0.000803028	-0.000447635	0.00124924	-0.000877406	-0.00111346	0.00489199	0.000829731	-0.00197591	0.00481181	-0.002842	-0.00447515	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.00101259	0.00303732	-0.000791727	-0.0360818	0.0456496	-0.0458486	0.0676594	0	0	0	0	0	0	0	
0.020099	0.00268961	4.57505e-05	-0.00172294	-0.000287325	0.000803028	-0.000447635	0.00155929	-0.000966482	-0.000802419	0.00518722	0.00111272	-0.00202009	0.00606989	-0.00337562	-0.00472365	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.00104261	0.00347007	-0.00052148	-0.0393394	0.0456779	-0.0514048	0.0639907	0	0	0	0	0	0	0	
0.030133	0.00332413	0.000114557	-0.00216694	-0.000287325	0.000803028	-0.000447635	0.00155929	-0.000966482	-0.000802419	0.00547774	0.00142536	-0.0020559	0.00667678	-0.00364913	-0.0049413	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.00111704	0.00377397	-0.000315878	-0.0399135	0.0515794	-0.0548273	0.0701213	0	0	0	0	0	0	0	
0.040125	0.00407484	9.82847e-05	-0.00236961	-0.000537517	0.000965637	-0.000929871	0.00217687	-0.000998329	-0.000964211	0.0059679	0.00185118	-0.00215625	0.00667678	-0.00364913	-0.0049413	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.0012558	0.00398453	-0.000135381	-0.0392684	0.0605725	-0.0529314	0.0879948	0	0	0	0	0	0	0	
0.050136	0.00456122	7.31114e-05	-0.0025717	-0.000348275	0.000939712	-0.00127931	0.00245703	-0.000989602	-0.00134913	0.00614912	0.00212299	-0.00223705	0.00667678	-0.00364913	-0.0049413	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.00131226	0.0040988	2.31297e-05	-0.0374619	0.0705563	-0.0514169	0.103475	0	0	0	0	0	0	0	
0.060109	0.00424217	1.62787e-05	-0.0028228	-0.000348275	0.000939712	-0.00127931	0.00245703	-0.000989602	-0.00134913	0.00614912	0.00212299	-0.00223705	0.00847024	-0.00424276	-0.00562517	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.00124296	0.00456908	0.000256479	-0.0416601	0.0695738	-0.0735566	0.0996703	0	0	0	0	0	0	0	
0.070132	0.00367932	-2.81137e-05	-0.00295587	-0.000343213	0.00082743	-0.00189469	0.00245703	-0.000989602	-0.00134913	0.00620906	0.00239078	-0.00237757	0.00920224	-0.00421962	-0.00580273	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.00117913	0.00479526	0.000392843	-0.0412841	0.0612125	-0.085925	0.109397	0	0	0	0	0	0	0	
0.080113	0.00367932	-2.81137e-05	-0.00295587	-0.000343213	0.00082743	-0.00189469	0.00248733	-0.000892682	-0.00173756	0.00610871	0.00266523	-0.00257804	0.00992953	-0.00414351	-0.00600764	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.00106354	0.00507236	0.000548768	-0.0393422	0.062723	-0.0953563	0.112055	0	0	0	0	0	0	0	
0.090114	0.00303348	-7.92852e-05	-0.00328607	-0.000343213	0.00082743	-0.00189469	0.00130494	-0.00039796	-0.00230406	0.00574102	0.00321864	-0.00299226	0.0105912	-0.00410371	-0.00625308	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.000949432	0.00533837	0.000534861	-0.0283594	0.0493465	-0.117416	0.110869	0	0	0	0	0	0	0	
0.100081	0.00310342	-7.56004e-05	-0.00347573	-0.000343213	0.00082743	-0.00189469	0.00105672	-0.000232167	-0.0023396	0.0056752	0.00335958	-0.00312524	0.0105912	-0.00410371	-0.00625308	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.000945626	0.00537604	0.000518175	-0.0253064	0.0488491	-0.120132	0.111742	0	0	0	0	0	0	0	
0.110085	0.00324383	-5.13122e-05	-0.00370703	-0.000343213	0.00082743	-0.00189469	0.000919914	-7.72241e-05	-0.00234618	0.0056752	0.00335958	-0.00312524	0.0105912	-0.00410371	-0.00625308	0.100636	0.318479	0.309632	2.2314	-0.547147	-2.35589	0.120636	0.398479	0.249632	4176	-1	0	-1	-1	0	0.000962441	0.00538218	0.000538189	-0.0251638	0.0502504	-0.122655	0.112737	0	0	0	0	0	0	0	
