0	-0.0138119	-0.0141069	-0.0168783	-0.0254149	-0.0181346	0.00367618	-0.0640316	-0.0150407	-0.0230701	0.000684779	0.000720779	-0.00065297	0.0045921	0.0232878	-0.00288609	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.00304742	0.00604169	0.00199451	-0	-0	-0	0	0
0.010153	-0.0162509	-0.0121724	-0.0189343	-0.0272353	-0.019163	0.00411735	-0.067398	-0.0155924	-0.0236931	0.000644668	0.0010337	-0.000680195	0.0045921	0.0232878	-0.00288609	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.00309884	0.00631732	0.00283978	-0	-0	-0	0	0
0.020102	-0.0162509	-0.0121724	-0.0189343	-0.0287895	-0.0201203	0.00444598	-0.067398	-0.0155924	-0.0236931	0.000661235	0.0010569	-0.000741662	0.00187656	0.0234367	-0.00416498	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.00300084	0.00665965	0.00349475	-0	-0	-0	0	0
0.030084	-0.0205228	-0.00863256	-0.0221923	-0.0287895	-0.0201203	0.00444598	-0.067398	-0.0155924	-0.0236931	0.000689234	0.00109142	-0.000691249	0.00187656	0.0234367	-0.00416498	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.0029535	0.00676163	0.00386203	-0	-0	-0	0	0
0.040136	-0.0226529	-0.00667362	-0.02365	-0.0307061	-0.0216204	0.00484551	-0.067398	-0.0155924	-0.0236931	0.000689234	0.00109142	-0.000691249	-2.13556e-05	0.0241005	-0.00436902	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.00292559	0.00686717	0.00429374	-0	-0	-0	0	0
0.050134	-0.0226529	-0.00667362	-0.02365	-0.0311349	-0.0219624	0.00510257	-0.0672325	-0.0108785	-0.0220431	0.000703662	0.0010961	-0.000707895	-0.000241064	0.0249223	-0.00459234	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.00279281	0.00693519	0.00452542	-0	-0	-0	0	0
0.060149	-0.0245005	-0.0047625	-0.0247779	-0.0315092	-0.021997	0.00555253	-0.0672325	-0.0108785	-0.0220431	0.000645557	0.00102744	-0.000750944	-0.000241064	0.0249223	-0.00459234	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.00232315	0.00672689	0.00446412	-0	-0	-0	0	0
0.070145	-0.0280612	-0.00110044	-0.0266098	-0.0315092	-0.021997	0.00555253	-0.0672325	-0.0108785	-0.0220431	0.000645557	0.00102744	-0.000750944	0.000989792	0.0256098	-0.00408443	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.00201041	0.00682643	0.00474692	-0	-0	-0	0	0
0.080142	-0.0280612	-0.00110044	-0.0266098	-0.032418	-0.0215283	0.00599886	-0.0693726	-0.00774144	-0.0230717	0.000487055	0.00123661	-0.000826422	0.000989792	0.0256098	-0.00408443	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.00185995	0.00685294	0.00491201	-0	-0	-0	0	0
0.090148	-0.0312126	0.000747264	-0.0272307	-0.0327885	-0.021399	0.00625872	-0.0693726	-0.00774144	-0.0230717	0.000505607	0.00133654	-0.000776357	0.000989792	0.0256098	-0.00408443	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.00151128	0.00703475	0.0053832	-0	-0	-0	0	0
0.100148	-0.032549	0.00145494	-0.0270564	-0.0327885	-0.021399	0.00625872	-0.0711678	-0.00671033	-0.0230265	0.00055639	0.00131895	-0.000729278	0.000989792	0.0256098	-0.00408443	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.00124977	0.00707474	0.00596018	-0	-0	-0	0	0
0.110152	-0.032549	0.00145494	-0.0270564	-0.0331793	-0.0211193	0.00660562	-0.0711103	-0.00253256	-0.0205083	0.000594156	0.0014008	-0.000678533	0.000989792	0.0256098	-0.00408443	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.0011628	0.00701038	0.00615583	-0	-0	-0	0	0
0.120144	-0.0351416	0.00279577	-0.0264308	-0.0332157	-0.0208545	0.00663336	-0.0697483	-0.00075165	-0.0201726	0.000594156	0.0014008	-0.000678533	0.00204326	0.0244359	-0.00356861	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.000716385	0.00674031	0.00599909	-0	-0	-0	0	0
0.130141	-0.0374553	0.00394076	-0.0262719	-0.0332014	-0.0205188	0.00633937	-0.0697483	-0.00075165	-0.0201726	0.000610478	0.00138158	-0.000723295	0.00204326	0.0244359	-0.00356861	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.000434246	0.00651122	0.00605879	-0	-0	-0	0	0
0.140143	-0.0393548	0.00452456	-0.0263559	-0.0335485	-0.019655	0.005755	-0.0684083	0.00157214	-0.0206648	0.000579467	0.00144335	-0.000901486	0.00204326	0.0244359	-0.00356861	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	0.000275313	0.00648498	0.00626994	-0	-0	-0	0	0
0.150097	-0.0415367	0.00508071	-0.0267647	-0.0335485	-0.019655	0.005755	-0.0693502	0.00238181	-0.0216536	0.000579467	0.00144335	-0.000901486	0.00237029	0.0245871	-0.00351139	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	-0	0.0064508	0.00631483	-0	-0	-0	0	0
0.160149	-0.0438559	0.00579068	-0.0273044	-0.034685	-0.0188808	0.00558005	-0.0709619	0.00398193	-0.0230915	0.000579467	0.00144335	-0.000901486	0.00156815	0.0246923	-0.00363472	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	-0	0.00659493	0.00674081	-0	-0	-0	0	0
0.170142	-0.0438559	0.00579068	-0.0273044	-0.034685	-0.0188808	0.00558005	-0.0709217	0.00581425	-0.0234787	0.000573098	0.00146076	-0.000858573	0.00156815	0.0246923	-0.00363472	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	-0	0.00681773	0.00733619	-0	-0	-0	0	0
0.180117	-0.0438559	0.00579068	-0.0273044	-0.0361953	-0.0184393	0.0056859	-0.0709217	0.00581425	-0.0234787	0.000573098	0.00146076	-0.000858573	0.0019033	0.0242679	-0.00416205	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	-0	0.00687862	0.00754999	-0	-0	-0	0	0
0.190103	-0.0438559	0.00579068	-0.0273044	-0.0372609	-0.0181385	0.00572122	-0.0708954	0.00839903	-0.024016	0.000574207	0.00179039	-0.00069307	0.0019033	0.0242679	-0.00416205	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	-0	0.00690572	0.00769248	-0	-0	-0	0	0
0.200116	-0.0521017	0.00839804	-0.0240806	-0.0384147	-0.0178264	0.00566276	-0.0708954	0.00839903	-0.024016	0.000581548	0.00200621	-0.000727512	0.00103589	0.024428	-0.00364517	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	-0	0.00698014	0.00786472	-0	-0	-0	0	0
0.210109	-0.0534444	0.00858398	-0.0226363	-0.0395696	-0.0175627	0.00553201	-0.0708954	0.00839903	-0.024016	0.000581548	0.00200621	-0.000727512	0.000596616	0.0242626	-0.00349443	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	-0	0.00651058	0.00885462	-0	-0	-0	0	0
0.220092	-0.0545921	0.00833867	-0.0209895	-0.0395696	-0.0175627	0.00553201	-0.0712173	0.0118929	-0.0220187	0.000581548	0.00200621	-0.000727512	0.00149859	0.0239555	-0.00316816	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6262	-1	0	0	-1	0	-0	0.00634312	0.00900915	-0	-0	-0	0	0
