0	-0.0085448	-0.00279651	0.00403436	-0.00437534	-0.00652514	0.00526805	-0.00587104	-0.00209784	0.0144832	0.00109993	-0.00747586	-0.0104712	0.018364	0.0306059	-0.00744648	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.0117329	0.00570883	0	0	0	0	0	0	0	0	0	0	0	0	
0.010066	-0.00849724	-0.00275251	0.00396815	-0.00441973	-0.00660662	0.00540488	-0.00587104	-0.00209784	0.0144832	0.00367057	-0.00667578	-0.0136128	0.018364	0.0306059	-0.00744648	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.011429	0.00677125	0	0	0	0	0	0	0	0	0	0	0	0	
0.020056	-0.00844717	-0.00265094	0.00387304	-0.0045091	-0.00664629	0.0055851	-0.00587104	-0.00209784	0.0144832	0.00367057	-0.00667578	-0.0136128	0.0217172	0.0307407	-0.0105022	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.0119249	0.00800109	0	0	0	0	0	0	0	0	0	0	0	0	
0.030084	-0.00840311	-0.00254095	0.00379655	-0.00448297	-0.00666188	0.00564512	-0.00587104	-0.00209784	0.0144832	0.00367057	-0.00667578	-0.0136128	0.0227899	0.0313119	-0.0122972	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.0122318	0.00853693	0	0	0	0	0	0	0	0	0	0	0	0	
0.040056	-0.00840311	-0.00254095	0.00379655	-0.00448297	-0.00666188	0.00564512	-0.00587104	-0.00209784	0.0144832	0.00367057	-0.00667578	-0.0136128	0.0251887	0.0316658	-0.013919	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.0126349	0.00934563	0	0	0	0	0	0	0	0	0	0	0	0	
0.05008	-0.00842751	-0.00222951	0.00360161	-0.00441329	-0.00665804	0.00568386	-0.00587104	-0.00209784	0.0144832	0.00367057	-0.00667578	-0.0136128	0.0264943	0.0314635	-0.0146294	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.012733	0.00975386	0	0	0	0	0	0	0	0	0	0	0	0	
0.060057	-0.00840781	-0.0021041	0.00353826	-0.00424685	-0.00664381	0.0056364	-0.00391469	-0.00107116	0.0162308	0.00367057	-0.00667578	-0.0136128	0.0271468	0.0306328	-0.0153925	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.0126701	0.0100908	0	0	0	0	0	0	0	0	0	0	0	0	
0.070071	-0.00835236	-0.00198143	0.00353204	-0.00419316	-0.00659081	0.00555932	-0.00391469	-0.00107116	0.0162308	0.00613309	-0.00225557	-0.0195542	0.0271468	0.0306328	-0.0153925	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.0125082	0.0122906	0	0	0	0	0	0	0	0	0	0	0	0	
0.080057	-0.00828809	-0.00187155	0.0035896	-0.00413813	-0.00651545	0.00540749	-0.00391469	-0.00107116	0.0162308	0.00487587	0.00293414	-0.0241469	0.0271468	0.0306328	-0.0153925	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.013013	0.0137828	0	0	0	0	0	0	0	0	0	0	0	0	
0.090056	-0.00814392	-0.001771	0.00374142	-0.00413813	-0.00651545	0.00540749	-0.00343351	-0.000796266	0.0161506	0.00379235	0.00446405	-0.0252324	0.0332805	0.0295992	-0.0147886	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.013706	0.0154097	0	0	0	0	0	0	0	0	0	0	0	0	
0.100057	-0.00802016	-0.00165075	0.00384644	-0.00413813	-0.00651545	0.00540749	-0.00264648	-0.00042249	0.0166537	0.00287392	0.00602543	-0.0262207	0.0348058	0.0299828	-0.0146742	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.0142119	0.0161161	0	0	0	0	0	0	0	0	0	0	0	0	
0.110127	-0.00783372	-0.00149147	0.00355348	-0.00413813	-0.00651545	0.00540749	-0.00264648	-0.00042249	0.0166537	0.00287392	0.00602543	-0.0262207	0.0352951	0.0295808	-0.0149916	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.014163	0.0162626	0	0	0	0	0	0	0	0	0	0	0	0	
0.120098	-0.00742933	-0.00141568	0.00345005	-0.00399242	-0.00621794	0.00501564	-0.00225078	-0.000105932	0.0172623	0.00227432	0.00743033	-0.0270461	0.0352951	0.0295808	-0.0149916	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.0143147	0.0166114	0	0	0	0	0	0	0	0	0	0	0	0	
0.130088	-0.00695139	-0.00133411	0.00353149	-0.00388778	-0.00608904	0.00496441	-0.00204603	5.23757e-05	0.0174103	0.000772242	0.010956	-0.0291178	0.0352951	0.0295808	-0.0149916	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.0147115	0.0174116	0	0	0	0	0	0	0	0	0	0	0	0	
0.140062	-0.00695139	-0.00133411	0.00353149	-0.00382966	-0.00602147	0.00492824	-0.00204603	5.23757e-05	0.0174103	0.000139753	0.0124958	-0.0296312	0.0358074	0.029127	-0.0150124	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.0147901	0.0178037	0	0	0	0	0	0	0	0	0	0	0	0	
0.15006	-0.00695139	-0.00133411	0.00353149	-0.00377149	-0.00596609	0.00488852	-0.00158781	0.000364179	0.0176874	0.000139753	0.0124958	-0.0296312	0.0390268	0.0277736	-0.0125162	0.101431	0.318672	0.310766	2.22975	-0.546055	-2.34832	0.121431	0.398672	0.250766	6252	-1	0	-1	-1	0	-0.0147491	0.0181869	0	0	0	0	0	0	0	0	0	0	0	0	
