0	0.00225696	0.00280631	-0.00682977	0.00120262	0.000674078	0.00293775	-0.0245449	0.00352576	-0.00453198	-0.0195421	0.018837	-0.00181483	0.0137812	0.019546	0.0205367	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6256	-1	0	0	-1	0	-0	0.00131342	0	-0	-0	-0	0	0
0.010115	0.00128378	0.00252319	-0.00576016	0.000459329	0.000207234	0.00273873	-0.0245449	0.00352576	-0.00453198	-0.0183195	0.0167207	0.00161053	0.0137812	0.019546	0.0205367	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6256	-1	0	0	-1	0	-0	0.00122472	0	-0	-0	-0	0	0
0.020063	0.000781218	0.00234928	-0.00560216	0.000459329	0.000207234	0.00273873	-0.0245449	0.00352576	-0.00453198	-0.01694	0.0154398	0.00301673	0.00142164	0.0184218	0.0230676	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6256	-1	0	0	-1	0	-0	0.00118068	0	-0	-0	-0	0	0
0.030123	0.000272186	0.0022108	-0.00574221	0.000459329	0.000207234	0.00273873	-0.0245449	0.00352576	-0.00453198	-0.0155253	0.014006	0.00421679	-0.00131047	0.0180137	0.0239528	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6256	-1	0	0	-1	0	-0	0.00110244	0	-0	-0	-0	0	0
0.040144	0.000272186	0.0022108	-0.00574221	-0.000940254	-0.000681592	0.00259284	-0.0245449	0.00352576	-0.00453198	-0.0144741	0.0125854	0.00537598	-0.00400288	0.0178701	0.0245339	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6256	-1	0	0	-1	0	-0	0.00109031	0	-0	-0	-0	0	0
0.050073	-0.00118117	0.00188129	-0.00688271	-0.00343458	-0.00219444	0.00277429	-0.0245449	0.00352576	-0.00453198	-0.0144741	0.0125854	0.00537598	-0.00649706	0.0181872	0.0244122	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6256	-1	0	0	-1	0	-0	0.00115037	0	-0	-0	-0	0	0
0.060074	-0.00118117	0.00188129	-0.00688271	-0.00343458	-0.00219444	0.00277429	-0.0245449	0.00352576	-0.00453198	-0.0134042	0.0112173	0.00657799	-0.00649706	0.0181872	0.0244122	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6256	-1	0	0	-1	0	-0	0.0012233	0	-0	-0	-0	0	0
0.070096	-0.00118117	0.00188129	-0.00688271	-0.00502238	-0.00302183	0.00287026	-0.0476491	-0.00237712	-0.00362917	-0.0105493	0.00685991	0.00957285	-0.0115184	0.0195284	0.0243912	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6256	-1	0	0	-1	0	-0	0.00220492	0	-0	-0	-0	0	0
0.080076	-0.00118117	0.00188129	-0.00688271	-0.00627401	-0.00362281	0.00296084	-0.0476491	-0.00237712	-0.00362917	-0.00974337	0.00486745	0.0106298	-0.0115184	0.0195284	0.0243912	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6256	-1	0	0	-1	0	-0	0.00222101	0	-0	-0	-0	0	0
0.090116	-0.00366845	0.00152601	-0.00919502	-0.00627401	-0.00362281	0.00296084	-0.0491456	-0.00263367	-0.00360566	-0.00974337	0.00486745	0.0106298	-0.0134353	0.021222	0.0245535	0.0352995	0.268155	0.410778	1.93069	-1.4257	-2.82566	0	0	0	6256	-1	0	0	-1	0	-0	0.00231	0	-0	-0	-0	0	0
